#Wave,#Intensity
2491.853516,1090.414063
2490.279297,1064.763794
2488.707031,1078.845947
2487.132813,1073.859497
2485.558594,1129.227417
2483.984375,1078.183472
2482.410156,1070.024658
2480.833984,1131.708008
2479.259766,1096.563599
2477.683594,1091.578857
2476.107422,1056.456909
2474.531250,1111.748169
2472.955078,1095.663574
2471.376953,1169.947388
2469.800781,1069.853882
2468.222656,1091.818970
2466.644531,1099.515991
2465.066406,1140.473511
2463.488281,1152.908081
2461.908203,1160.587402
2460.330078,1196.757568
2458.750000,1171.187988
2457.169922,1386.147583
2455.589844,1252.970947
2454.009766,1194.189331
2452.427734,1119.617920
2450.847656,1173.142700
2449.265625,1171.319702
2447.683594,1073.092773
2446.101563,1136.074097
2444.519531,1142.158203
2442.935547,1108.754150
2441.353516,1086.417480
2439.769531,1176.182373
2438.185547,1114.379761
2436.601563,1101.524048
2435.015625,1161.251709
2433.431641,1138.926636
2431.845703,1132.382080
2430.261719,1039.115601
2428.675781,1021.558777
2427.089844,1026.075317
2425.501953,1044.772217
2423.916016,1035.102295
2422.328125,1025.436157
2420.742188,1022.073486
2419.154297,1062.798462
2417.564453,1020.074341
2415.976563,982.089539
2414.388672,1005.488220
2412.798828,1030.450195
2411.208984,959.456116
2409.619141,981.272034
2408.029297,992.073181
2406.439453,990.294556
2404.847656,1013.661621
2403.257813,986.739136
2401.666016,950.402344
2400.074219,975.333374
2398.482422,964.138000
2396.890625,973.356262
2395.296875,952.748169
2393.703125,971.380371
2392.111328,985.297852
2390.517578,977.248779
2388.921875,1002.137085
2387.328125,978.408020
2385.732422,962.526978
2384.138672,937.248596
2382.542969,995.030518
2380.947266,993.255493
2379.351563,977.384216
2377.753906,925.501648
2376.158203,903.388306
2374.560547,992.423035
2372.962891,913.964478
2371.365234,951.325012
2369.767578,1012.135071
2368.167969,908.697083
2366.570313,1033.601807
2364.970703,967.723328
2363.371094,972.209106
2361.771484,965.753906
2360.171875,965.550903
2358.570313,955.975525
2356.970703,952.651001
2355.369141,921.222656
2353.767578,966.299622
2352.166016,945.806641
2350.564453,981.496826
2348.960938,981.290039
2347.359375,973.284546
2345.755859,976.198242
2344.152344,952.606018
2342.548828,961.757690
2340.943359,975.580750
2339.339844,950.445190
2337.734375,965.822327
2336.128906,1049.720703
2334.523438,973.200073
2332.917969,960.540161
2331.312500,979.014771
2329.705078,932.123840
2328.097656,931.926819
2326.490234,973.727539
2324.882813,995.293640
2323.275391,931.335510
2321.667969,990.208984
2320.058594,924.724670
2318.449219,952.497803
2316.839844,952.296021
2315.230469,958.307007
2313.621094,973.632324
2312.009766,942.375671
2310.400391,973.219543
2308.789063,923.353760
2307.177734,937.121643
2305.566406,960.190735
2303.955078,944.478210
2302.341797,922.570190
2300.728516,931.675537
2299.115234,942.326782
2297.501953,952.973389
2295.888672,968.263062
2294.275391,946.372803
2292.660156,935.331604
2291.044922,966.097351
2289.431641,986.014587
2287.814453,974.971741
2286.199219,948.461060
2284.583984,943.618347
2282.966797,961.976440
2281.349609,947.855225
2279.732422,958.474792
2278.115234,972.180908
2276.498047,970.428406
2274.878906,903.789124
2273.261719,923.676331
2271.642578,892.593689
2270.023438,937.177795
2268.402344,918.454285
2266.783203,908.998474
2265.162109,968.979919
2263.542969,928.664490
2261.921875,879.112427
2260.300781,957.565186
2258.677734,961.985474
2257.056641,935.577454
2255.433594,964.656128
2253.810547,967.531067
2252.189453,933.436951
2250.564453,944.017151
2248.941406,931.497803
2247.316406,1006.725830
2245.693359,977.269104
2244.068359,915.512756
2242.443359,993.772278
2240.818359,976.641113
2239.191406,914.924255
2237.566406,945.475281
2235.939453,965.253906
2234.312500,943.533081
2232.685547,987.885376
2231.056641,910.871399
2229.429688,927.568665
2227.800781,961.147888
2226.171875,928.705444
2224.542969,925.436523
2222.914063,965.131836
2221.285156,949.583801
2219.654297,993.857910
2218.023438,969.109802
2216.394531,971.967590
2214.761719,938.038208
2213.130859,925.577087
2211.500000,957.551636
2209.867188,934.369202
2208.234375,963.265137
2206.601563,929.373596
2204.968750,906.211975
2203.335938,936.625427
2201.701172,970.085876
2200.066406,910.215637
2198.431641,1000.256592
2196.796875,944.992798
2195.162109,955.490479
2193.527344,981.268066
2191.890625,997.865723
2190.253906,896.815857
2188.617188,908.841980
2186.980469,934.606995
2185.343750,971.048523
2183.705078,957.100464
2182.066406,943.158325
2180.429688,967.367554
2178.789063,1249.373413
2177.150391,1015.754333
2175.511719,936.243652
2173.871094,887.257263
2172.230469,957.176941
2170.589844,947.826782
2168.949219,904.963440
2167.308594,919.999268
2165.666016,939.597046
2164.025391,945.483582
2162.382813,910.268433
2160.740234,987.685913
2159.095703,905.309326
2157.453125,956.833801
2155.808594,1028.107056
2154.166016,971.624207
2152.521484,918.206116
2150.875000,951.444153
2149.230469,964.913635
2147.583984,955.588806
2145.939453,978.164673
2144.292969,970.359436
2142.646484,897.273621
2140.998047,983.598938
2139.351563,968.209412
2137.703125,999.861023
2136.056641,967.788513
2134.408203,952.412231
2132.757813,914.298767
2131.109375,912.583923
2129.458984,959.368652
2127.810547,963.705566
2126.160156,931.682190
2124.509766,972.373535
2122.857422,988.818726
2121.207031,931.073486
2119.554688,900.598389
2117.902344,914.021606
2116.250000,981.905151
2114.597656,971.102661
2112.945313,966.354004
2111.291016,964.631165
2109.636719,968.955566
2107.982422,941.540649
2106.328125,986.664246
2104.673828,962.278564
2103.019531,934.882751
2101.363281,931.658569
2099.707031,926.926025
2098.050781,905.592957
2096.394531,986.880493
2094.736328,930.844238
2093.080078,933.657288
2091.421875,993.773132
2089.763672,975.463623
2088.105469,946.610657
2086.445313,1030.796143
2084.787109,986.876587
2083.126953,982.141418
2081.466797,969.878113
2079.806641,945.574524
2078.146484,952.894104
2076.484375,946.665039
2074.822266,969.028015
2073.162109,974.833008
2071.500000,962.586792
2069.835938,1011.998108
2068.173828,968.177917
2066.509766,963.456238
2064.847656,966.250122
2063.183594,966.037903
2061.517578,989.858704
2059.853516,985.135986
2058.189453,932.370422
2056.523438,977.197632
2054.857422,976.982788
2053.191406,1000.774475
2051.525391,972.052795
2049.857422,1004.833435
2048.189453,956.630798
2046.523438,959.418396
2044.853516,974.194763
2043.185547,991.961365
2041.517578,1008.221985
2039.847656,984.035461
2038.177734,1000.290466
2036.507813,965.636353
2034.837891,995.359070
2033.167969,986.160828
2031.496094,1027.834595
2029.826172,985.725708
2028.154297,948.121643
2026.482422,976.319763
2024.808594,989.557373
2023.136719,925.076599
2021.462891,963.719849
2019.789063,972.469727
2018.115234,972.254822
2016.441406,966.067261
2014.767578,970.332031
2013.091797,989.519775
2011.416016,1031.081177
2009.740234,1038.312134
2008.064453,962.015930
2006.386719,972.241089
2004.710938,989.915833
2003.033203,977.772461
2001.355469,1001.398621
1999.677734,987.768066
1998.000000,920.520813
1996.320313,993.286804
1994.640625,961.800537
1992.962891,973.495300
1991.281250,1010.484131
1989.601563,929.915161
1987.921875,965.409485
1986.240234,971.143860
1984.558594,1019.994934
1982.876953,998.956665
1981.195313,977.927673
1979.511719,953.936157
1977.830078,1010.174927
1976.146484,978.760620
1974.462891,982.997498
1972.779297,984.263306
1971.093750,987.012634
1969.410156,977.889465
1967.724609,976.188049
1966.039063,968.554382
1964.353516,999.479553
1962.666016,1006.669678
1960.980469,1028.678833
1959.292969,1075.870728
1957.605469,1022.293640
1955.917969,974.665405
1954.230469,956.676758
1952.541016,1005.322693
1950.851563,993.256104
1949.164063,975.275024
1947.472656,983.934692
1945.783203,1032.530640
1944.093750,986.452698
1942.402344,1033.547485
1940.710938,953.489319
1939.019531,969.533386
1937.328125,990.002991
1935.634766,1037.054443
1933.943359,979.220947
1932.250000,1021.823669
1930.556641,968.448181
1928.863281,949.043579
1927.167969,1012.282898
1925.474609,953.043884
1923.779297,980.854492
1922.083984,976.210449
1920.388672,1009.900391
1918.691406,1014.095581
1916.996094,1002.078613
1915.298828,1023.953186
1913.601563,991.317444
1911.904297,985.203979
1910.205078,987.927124
1908.507813,934.713257
1906.808594,950.691162
1905.109375,922.522034
1903.410156,994.393127
1901.708984,957.402527
1900.009766,986.593567
1898.308594,1018.711243
1896.607422,989.088257
1894.906250,925.683655
1893.205078,953.385986
1891.501953,1007.511902
1889.798828,977.917664
1888.095703,955.676697
1886.392578,984.814514
1884.689453,987.526733
1882.986328,1018.111023
1881.281250,1019.347595
1879.576172,1016.184387
1877.871094,1036.478882
1876.164063,990.807922
1874.458984,990.583679
1872.751953,1026.985107
1871.044922,987.205750
1869.337891,998.697021
1867.630859,1035.071533
1865.921875,983.607361
1864.214844,976.067505
1862.505859,981.698242
1860.796875,963.923035
1859.087891,1004.650696
1857.376953,975.181763
1855.666016,1010.041321
1853.955078,1053.653198
1852.244141,1037.342163
1850.533203,1021.038513
1848.822266,984.296814
1847.109375,975.312561
1845.396484,991.147461
1843.683594,1018.650146
1841.970703,997.991455
1840.255859,1034.232056
1838.541016,1009.203796
1836.828125,946.277405
1835.113281,991.250977
1833.396484,1001.226624
1831.681641,973.314026
1829.964844,1005.139771
1828.248047,1006.366638
1826.531250,1006.136719
1824.814453,1007.362549
1823.095703,998.399902
1821.378906,1001.081726
1819.660156,1057.587036
1817.941406,1031.165894
1816.220703,1032.383911
1814.501953,1008.887878
1812.781250,1026.097534
1811.060547,982.270447
1809.339844,984.950745
1807.619141,1005.058411
1805.896484,983.046875
1804.175781,1022.017944
1802.453125,1005.817932
1800.730469,1025.901855
1799.005859,1025.666138
1797.283203,1035.583130
1795.558594,1052.745728
1793.833984,1006.112244
1792.109375,1004.431335
1790.384766,1038.977661
1788.658203,1035.840942
1786.931641,1015.324768
1785.207031,1041.155884
1783.478516,1014.856750
1781.751953,1018.964844
1780.023438,1046.223877
1778.296875,986.666687
1776.568359,990.778015
1774.839844,1057.067749
1773.109375,1042.366333
1771.380859,1053.688477
1769.650391,1073.675537
1767.919922,1021.417175
1766.189453,1074.623047
1764.457031,1039.717041
1762.726563,1043.807251
1760.994141,1006.037476
1759.261719,1093.830200
1757.529297,1071.935791
1755.794922,1051.493774
1754.062500,1018.082764
1752.328125,1042.355347
1750.593750,1040.671875
1748.857422,1040.430054
1747.123047,1040.188110
1745.386719,1045.707642
1743.650391,1022.423828
1741.914063,1014.987366
1740.177734,990.281799
1738.441406,1018.831665
1736.703125,995.575073
1734.964844,1008.288147
1733.226563,1008.052979
1731.488281,1056.698975
1729.748047,1026.267944
1728.007813,1037.524414
1726.267578,1084.692261
1724.527344,1058.584595
1722.787109,1031.052856
1721.044922,1075.317383
1719.304688,1023.393616
1717.562500,1079.118896
1715.818359,1024.348877
1714.076172,1051.360962
1712.332031,1036.774536
1710.589844,1048.000610
1708.843750,1070.687622
1707.099609,1000.220215
1705.355469,1020.042236
1703.609375,1024.099365
1701.863281,1035.314331
1700.117188,1067.998413
1698.371094,1057.727905
1696.623047,1020.273987
1694.876953,1022.894836
1693.128906,1044.108032
1691.380859,1051.011597
1689.630859,1090.792725
1687.882813,1041.940063
1686.132813,1033.120361
1684.382813,1012.875977
1682.632813,1078.336548
1680.880859,1026.676392
1679.130859,1070.688599
1677.378906,1041.890259
1675.626953,1110.135132
1673.875000,1049.956177
1672.121094,1048.281128
1670.367188,1076.550415
1668.615234,1086.273804
1666.859375,1091.716919
1665.105469,1084.333252
1663.351563,1052.735718
1661.595703,1026.849731
1659.839844,1046.539673
1658.083984,1040.596436
1656.326172,1041.771973
1654.570313,1071.403564
1652.812500,1059.768188
1651.054688,1041.027222
1649.296875,1099.073853
1647.537109,1081.753662
1645.777344,1090.022217
1644.019531,1059.924805
1642.257813,1096.603638
1640.498047,1123.323853
1638.738281,1098.918579
1636.976563,1136.980713
1635.214844,1116.840820
1633.453125,1178.999023
1631.689453,1174.461060
1629.927734,1168.506836
1628.164063,1179.568359
1626.400391,1177.867676
1624.634766,1167.665161
1622.871094,1174.468018
1621.105469,1205.346069
1619.339844,1246.121216
1617.574219,1286.876587
1615.808594,1343.181152
1614.041016,1321.631958
1612.273438,1339.703979
1610.505859,1446.870605
1608.738281,1406.929199
1606.970703,1497.063354
1605.201172,1575.847168
1603.431641,1711.111450
1601.662109,1785.566895
1599.892578,1902.354492
1598.121094,2122.157471
1596.349609,2368.673828
1594.578125,2571.321289
1592.806641,3013.726318
1591.035156,3584.278320
1589.261719,4088.271729
1587.488281,4892.326172
1585.714844,5660.750000
1583.941406,6189.233887
1582.166016,6362.425781
1580.392578,6196.078613
1578.617188,5582.011230
1576.839844,4750.027832
1575.064453,4176.020508
1573.287109,3498.163330
1571.509766,3031.657227
1569.732422,2701.804688
1567.955078,2396.017090
1566.177734,2200.028564
1564.398438,1981.648804
1562.619141,1764.780762
1560.839844,1706.753784
1559.058594,1605.218750
1557.279297,1644.137817
1555.498047,1479.500854
1553.716797,1445.456543
1551.933594,1388.980591
1550.152344,1296.062744
1548.369141,1316.778320
1546.585938,1331.875488
1544.802734,1223.621582
1543.017578,1198.096558
1541.234375,1203.404419
1539.449219,1183.498901
1537.664063,1165.003052
1535.876953,1140.916626
1534.091797,1163.026978
1532.304688,1207.513428
1530.517578,1208.613037
1528.730469,1174.749023
1526.941406,1180.050171
1525.152344,1151.800781
1523.363281,1129.155029
1521.574219,1119.094482
1519.785156,1163.512695
1517.994141,1179.980225
1516.203125,1147.576416
1514.412109,1108.209839
1512.621094,1109.328735
1510.828125,1026.744873
1509.037109,1061.355591
1507.244141,1114.075073
1505.449219,1063.612793
1503.656250,1075.889404
1501.861328,1067.260132
1500.066406,1072.564453
1498.271484,1109.895386
1496.476563,1044.181519
1494.679688,1085.676025
1492.882813,1078.445557
1491.085938,1078.174316
1489.289063,1118.237427
1487.490234,1088.755493
1485.693359,1059.288208
1483.894531,1018.717163
1482.093750,1029.575684
1480.294922,1069.599243
1478.494141,1049.886719
1476.693359,1019.076660
1474.892578,1061.847900
1473.091797,1051.865234
1471.289063,1065.472046
1469.486328,1097.102539
1467.683594,1071.864746
1465.880859,1042.480835
1464.076172,1094.881104
1462.271484,1058.577759
1460.466797,1011.210876
1458.662109,1030.341553
1456.857422,1043.924072
1455.050781,1054.731201
1453.244141,1037.856323
1451.437500,1044.508545
1449.628906,1088.500854
1447.822266,1099.284424
1446.013672,1076.884766
1444.203125,1068.316772
1442.394531,1054.226074
1440.583984,1034.617065
1438.773438,1061.970947
1436.962891,1085.168701
1435.152344,1095.931885
1433.339844,1028.034302
1431.529297,1012.594482
1429.716797,1027.504761
1427.902344,995.526428
1426.089844,996.648071
1424.275391,1015.684570
1422.460938,1015.422058
1420.646484,1033.065918
1418.830078,1039.683838
1417.013672,1032.531006
1415.197266,1083.188354
1413.380859,1033.371582
1411.564453,1072.996826
1409.746094,1082.344971
1407.927734,1073.813965
1406.109375,1105.149536
1404.289063,1063.635620
1402.470703,1044.124512
1400.650391,1001.273987
1398.828125,983.161926
1397.007813,1032.324951
1395.185547,1022.448120
1393.363281,1029.040894
1391.541016,1053.461914
1389.718750,1038.101196
1387.894531,1029.603027
1386.070313,1032.073975
1384.246094,1031.802856
1382.421875,1045.230591
1380.595703,1060.020508
1378.769531,1061.110474
1376.943359,980.070801
1375.117188,1066.024902
1373.289063,1006.915527
1371.460938,1027.165405
1369.632813,1014.587585
1367.804688,985.611938
1365.974609,1014.050476
1364.146484,987.822327
1362.314453,1040.831177
1360.484375,1020.071472
1358.652344,1067.582275
1356.822266,1083.676270
1354.990234,1065.649780
1353.156250,1048.996704
1351.324219,1039.170776
1349.490234,1026.623169
1347.656250,1065.876343
1345.820313,1068.316772
1343.986328,1062.581909
1342.150391,1065.021240
1340.314453,1025.250732
1338.476563,1037.226563
1336.640625,1050.556396
1334.802734,1096.529663
1332.964844,1014.629333
1331.125000,1026.593872
1329.287109,1014.083069
1327.447266,1021.963684
1325.607422,1057.012207
1323.765625,1068.951172
1321.925781,1053.725464
1320.083984,1068.373169
1318.242188,1026.011963
1316.398438,1050.156128
