#Wave,#Intensity
2154.531250,876.204773
2152.886719,904.912903
2151.242188,887.992554
2149.597656,898.443176
2147.953125,919.528381
2146.308594,902.615540
2144.662109,876.594543
2143.017578,873.368103
2141.371094,880.773071
2139.724609,892.729431
2138.076172,889.501404
2136.429688,936.355286
2134.781250,872.428406
2133.132813,902.579224
2131.484375,913.001038
2129.835938,870.348206
2128.187500,895.931885
2126.537109,862.394775
2124.888672,892.514893
2123.238281,907.472107
2121.587891,887.585815
2119.935547,926.766663
2118.285156,881.146667
2116.632813,923.339172
2114.982422,873.199341
2113.330078,871.497681
2111.675781,921.228149
2110.023438,872.633423
2108.371094,898.149353
2106.716797,872.256104
2105.062500,858.465027
2103.408203,899.077759
2101.753906,873.200867
2100.097656,860.928650
2098.441406,887.923584
2096.787109,830.360962
2095.130859,849.803589
2093.472656,903.946838
2091.816406,902.242188
2090.160156,868.860962
2088.501953,874.705078
2086.843750,894.116638
2085.185547,907.489807
2083.525391,871.121826
2081.867188,901.068909
2080.207031,902.379822
2078.546875,1209.438599
2076.886719,965.232605
2075.226563,895.770203
2073.566406,883.534241
2071.904297,877.322876
2070.242188,901.204468
2068.580078,882.958313
2066.917969,863.216187
2065.255859,876.560242
2063.591797,901.924133
2061.929688,892.710632
2060.265625,924.069946
2058.601563,892.322083
2056.937500,899.637329
2055.271484,879.920959
2053.607422,888.736816
2051.941406,857.023926
2050.275391,892.851318
2048.609375,921.161743
2046.941406,959.959290
2045.275391,910.262817
2043.607422,905.566467
2041.939453,905.368896
2040.271484,890.185059
2038.603516,906.472107
2036.933594,895.788452
2035.263672,882.114014
2033.593750,925.343628
2031.923828,908.674561
2030.253906,890.516052
2028.583984,903.788513
2026.912109,906.582947
2025.240234,876.471069
2023.568359,940.579773
2021.896484,926.918762
2020.224609,940.168274
2018.550781,907.086243
2016.878906,936.768677
2015.205078,911.170349
2013.531250,896.036865
2011.855469,927.195007
2010.181641,915.049988
2008.505859,902.910156
2006.830078,905.696411
2005.154297,936.824829
2003.478516,887.402100
2001.802734,893.171875
2000.125000,916.828430
1998.447266,913.646301
1996.769531,886.623596
1995.091797,934.102417
1993.414063,919.002625
1991.734375,842.854553
1990.054688,873.934509
1988.375000,884.161865
1986.695313,869.085938
1985.015625,955.189270
1983.333984,880.603882
1981.654297,959.230774
1979.972656,914.414185
1978.291016,881.509399
1976.609375,894.691162
1974.925781,878.149658
1973.242188,879.441833
1971.560547,929.745544
1969.876953,908.752258
1968.191406,917.459412
1966.507813,883.119812
1964.822266,933.377991
1963.138672,906.467773
1961.453125,870.669739
1959.767578,904.585022
1958.080078,899.937622
1956.394531,895.292175
1954.707031,912.877869
1953.019531,878.599121
1951.332031,942.100586
1949.644531,904.868408
1947.955078,912.071594
1946.265625,895.586670
1944.578125,905.748535
1942.886719,933.661682
1941.197266,912.744629
1939.507813,896.273743
1937.816406,900.511414
1936.125000,901.790466
1934.433594,942.975342
1932.742188,896.958130
1931.050781,913.010437
1929.357422,924.624451
1927.664063,906.699097
1925.970703,927.167480
1924.277344,924.009766
1922.583984,886.911743
1920.888672,874.911804
1919.193359,930.770447
1917.498047,890.745789
1915.802734,911.189880
1914.107422,877.083557
1912.410156,876.888733
1910.714844,917.950134
1909.017578,933.950378
1907.320313,914.596680
1905.621094,905.558655
1903.923828,896.524536
1902.224609,900.740540
1900.525391,937.326904
1898.826172,920.935730
1897.126953,926.614075
1895.427734,933.760193
1893.726563,935.022400
1892.025391,912.766663
1890.324219,968.404480
1888.623047,897.668091
1886.919922,906.281128
1885.218750,903.141968
1883.515625,916.154297
1881.812500,948.243042
1880.109375,946.563904
1878.404297,931.680481
1876.701172,915.336731
1874.996094,928.331360
1873.291016,868.008545
1871.585938,929.382507
1869.878906,936.502686
1868.173828,905.523132
1866.466797,946.338379
1864.759766,912.441101
1863.052734,897.594299
1861.345703,923.744263
1859.636719,920.610291
1857.927734,926.257263
1856.218750,962.623657
1854.509766,962.408020
1852.800781,913.936462
1851.089844,921.041443
1849.380859,977.839050
1847.669922,916.244507
1845.958984,932.109802
1844.246094,915.833374
1842.535156,953.596436
1840.822266,937.322266
1839.109375,954.627869
1837.396484,891.661499
1835.683594,900.215210
1833.968750,900.012878
1832.253906,961.061829
1830.541016,909.814392
1828.824219,947.510132
1827.109375,928.350952
1825.394531,874.231079
1823.677734,945.413696
1821.960938,921.898438
1820.244141,959.548523
1818.527344,924.394531
1816.808594,937.284851
1815.091797,937.073547
1813.373047,945.590698
1811.654297,978.829224
1809.933594,980.062378
1808.214844,920.236572
1806.494141,925.842529
1804.773438,929.992737
1803.052734,951.574402
1801.332031,945.549500
1799.611328,898.867615
1797.888672,921.893127
1796.166016,931.844910
1794.443359,933.085205
1792.720703,972.046021
1790.996094,915.256958
1789.273438,955.654053
1787.548828,893.094910
1785.824219,936.377502
1784.097656,952.106140
1782.373047,882.345703
1780.646484,932.843628
1778.919922,965.940186
1777.193359,938.211670
1775.466797,979.976990
1773.740234,960.940796
1772.011719,914.422607
1770.283203,974.969604
1768.554688,953.054749
1766.826172,921.028503
1765.095703,930.937927
1763.367188,952.404480
1761.636719,921.844849
1759.906250,963.527405
1758.173828,935.867371
1756.443359,925.546753
1754.710938,925.335815
1752.978516,951.103394
1751.246094,936.457214
1749.513672,963.652893
1747.779297,1002.374084
1746.046875,930.048462
1744.312500,929.836060
1742.578125,987.274719
1740.841797,939.497803
1739.107422,949.367371
1737.371094,963.553162
1735.634766,997.891785
1733.898438,934.319702
1732.162109,932.666504
1730.423828,961.232361
1728.687500,955.257568
1726.949219,1009.694519
1725.210938,920.308167
1723.470703,973.290283
1721.732422,955.819153
1719.992188,978.591675
1718.251953,936.703796
1716.511719,937.925049
1714.769531,1036.793823
1713.029297,977.692932
1711.287109,953.067383
1709.544922,945.673157
1707.802734,949.759644
1706.060547,976.793762
1704.316406,945.020386
1702.572266,962.007080
1700.828125,964.652161
1699.083984,934.336182
1697.339844,912.630249
1695.593750,985.470642
1693.847656,930.825745
1692.101563,936.337769
1690.355469,964.749146
1688.607422,943.060608
1686.861328,977.179871
1685.113281,955.498230
1683.365234,976.728088
1681.615234,957.915710
1679.867188,989.140686
1678.117188,998.915161
1676.367188,978.681580
1674.617188,1024.163696
1672.867188,966.803467
1671.115234,946.590942
1669.365234,974.919556
1667.613281,967.557922
1665.861328,984.454285
1664.107422,987.078491
1662.355469,985.423096
1660.601563,962.382019
1658.847656,992.092102
1657.093750,966.209717
1655.337891,973.108704
1653.583984,994.248535
1651.828125,965.535095
1650.072266,971.005188
1648.316406,989.283508
1646.558594,1017.514771
1644.802734,967.480591
1643.044922,950.185669
1641.287109,967.029053
1639.527344,956.850769
1637.769531,946.677185
1636.009766,1000.457886
1634.250000,976.070801
1632.490234,992.887695
1630.730469,998.335754
1628.968750,1006.620667
1627.207031,986.512695
1625.447266,1041.626831
1623.683594,1010.169495
1621.921875,1002.840332
1620.158203,1089.109863
1618.394531,1034.978516
1616.630859,1060.249512
1614.867188,1102.513794
1613.103516,1079.586182
1611.337891,1089.247437
1609.572266,1047.923828
1607.806641,1095.813721
1606.041016,1089.893921
1604.273438,1133.505737
1602.507813,1261.983521
1600.740234,1192.378052
1598.970703,1293.912842
1597.203125,1313.400391
1595.433594,1427.579346
1593.666016,1544.530273
1591.896484,1705.221924
1590.125000,1953.408691
1588.355469,2255.137939
1586.583984,2719.078125
1584.812500,3222.318604
1583.041016,3469.909912
1581.269531,3326.599609
1579.498047,2854.724854
1577.724609,2401.404785
1575.951172,2017.378052
1574.177734,1801.255737
1572.402344,1589.463013
1570.628906,1480.610474
1568.853516,1329.556641
1567.078125,1236.306152
1565.302734,1209.264526
1563.525391,1190.680054
1561.748047,1143.962402
1559.972656,1135.249268
1558.193359,1097.005249
1556.416016,1039.094238
1554.638672,1033.223145
1552.859375,1030.165649
1551.080078,1058.020996
1549.300781,1011.411621
1547.519531,1051.897339
1545.740234,1057.261963
1543.958984,1037.356567
1542.177734,1030.091064
1540.394531,1003.186157
1538.613281,1052.040894
1536.830078,990.083496
1535.046875,1006.670410
1533.263672,1041.471436
1531.480469,1007.588196
1529.695313,1007.346008
1527.910156,973.486877
1526.125000,1032.067871
1524.339844,1048.619629
1522.552734,1009.175781
1520.767578,964.153259
1518.980469,970.915833
1517.193359,983.269592
1515.404297,987.227234
1513.617188,1041.510864
1511.828125,1052.440430
1510.039063,968.346375
1508.248047,1051.931396
1506.458984,1008.380554
1504.667969,984.399048
1502.876953,1028.831665
1501.085938,975.548096
1499.294922,976.706665
1497.501953,1022.503174
1495.708984,994.362488
1493.916016,994.120850
1492.123047,1014.788208
1490.330078,1043.807007
1488.535156,973.889832
1486.740234,1057.227905
1484.945313,1001.266968
1483.148438,1012.160828
1481.353516,999.386719
1479.556641,1024.190918
1477.759766,965.509338
1475.962891,1013.954346
1474.164063,1003.972595
1472.365234,1020.409424
1470.568359,1036.837891
1468.767578,981.003052
1466.968750,984.930176
1465.167969,1026.353882
1463.367188,991.389465
1461.566406,1021.685608
1459.765625,1008.944214
1457.964844,993.433960
1456.162109,997.351013
1454.359375,972.143250
1452.556641,962.198669
1450.751953,950.872681
1448.947266,1090.600952
1447.144531,1045.998291
1445.337891,1006.957581
1443.533203,999.785156
1441.726563,942.777588
1439.921875,999.290833
1438.115234,990.741272
1436.306641,1018.163452
1434.500000,990.250549
1432.691406,1017.658813
1430.882813,926.171509
1429.074219,999.187744
1427.265625,990.649597
1425.455078,998.691284
1423.644531,1020.538452
1421.833984,1050.658325
1420.023438,1111.129272
1418.210938,1044.615234
1416.398438,973.995300
1414.585938,988.924072
1412.773438,1010.739746
1410.958984,981.537354
1409.146484,1026.773193
1407.332031,1073.364136
1405.515625,972.535828
1403.701172,991.572815
1401.884766,915.598145
1400.068359,923.627502
1398.251953,1005.964600
1396.435547,953.431458
1394.617188,977.950073
1392.798828,959.827759
1390.980469,981.582458
1389.162109,999.202759
1387.343750,965.973267
1385.523438,993.204224
1383.703125,999.820557
1381.882813,1003.687195
1380.060547,1056.968384
1378.238281,1027.882080
1376.416016,989.206238
1374.593750,982.097595
1372.771484,998.304321
1370.947266,1000.793152
1369.123047,989.574463
1367.298828,1027.690308
1365.474609,1038.388550
1363.648438,969.646667
1361.822266,1000.891785
1359.996094,1044.440552
1358.169922,1026.383789
1356.341797,957.713989
1354.515625,1016.285645
1352.685547,1011.923828
1350.857422,996.627014
1349.029297,1011.406677
1347.199219,1008.415039
1345.369141,1060.067383
1343.539063,981.949951
1341.707031,1017.197754
1339.876953,1015.571716
1338.044922,1007.122986
1336.210938,1000.042603
1334.378906,1017.516968
1332.544922,1009.073486
1330.710938,1034.715576
1328.876953,1000.376160
1327.042969,1000.118164
1325.207031,1003.946655
1323.371094,1007.772949
1321.535156,981.643921
1319.699219,996.362671
1317.861328,979.775146
1316.023438,972.719116
1314.185547,983.347656
1312.347656,969.495117
1310.507813,990.993591
1308.667969,1012.480652
1306.828125,994.554565
1304.988281,1045.912109
1303.146484,1019.838257
1301.304688,1049.440063
1299.462891,1009.805664
1297.621094,1048.892456
1295.777344,1028.270142
1293.935547,1028.001343
1292.091797,966.719177
1290.246094,986.798462
1288.402344,952.661438
1286.556641,995.764587
1284.710938,976.541260
1282.865234,976.284790
1281.017578,1007.163574
1279.169922,1016.372070
1277.322266,978.220459
1275.474609,972.552063
1273.625000,1015.568848
1271.777344,1034.227905
1269.927734,1015.032654
1268.076172,985.037537
1266.226563,975.320862
1264.375000,1010.175720
1262.523438,985.605408
1260.671875,996.142334
1258.818359,928.406494
1256.964844,991.566162
1255.111328,958.933472
1253.257813,945.194763
1251.402344,979.990906
1249.546875,1024.201660
1247.691406,1072.430298
1245.835938,1070.797119
1243.980469,1000.490173
1242.123047,970.606323
1240.265625,1008.029907
1238.406250,1014.487305
1236.548828,1003.454407
1234.689453,992.427185
1232.830078,984.094299
1230.968750,990.549988
1229.109375,956.691833
1227.248047,998.076782
1225.386719,1035.410278
1223.523438,1036.473633
1221.662109,1009.349487
1219.798828,982.239685
1217.935547,969.900635
1216.070313,1005.848755
1214.207031,980.101746
1212.341797,978.495667
1210.474609,1023.791565
1208.609375,959.209045
1206.742188,1005.824341
1204.875000,968.060120
